distname,district_id,dist_grad,dist_grad_tot,dist_died,dist_ret_home_ctry,dist_college,dist_home_school,dist_rem_cps,dist_exp_no_ret,dist_enr_priv,dist_enr_non_tx_priv,dist_admin_withdrawn,dist_grad_hs_gone,dist_ged_non_tx,dist_univ_hs_dp,dist_grad_iceo_mil,dist_other_tot,dist_pregnancy,dist_med_inj,dist_crt_ord_no_ged,dist_fed_or_state_jail,dist_other,dist_drop_tot,leaver_count,enrollment_count,school_year
Rise Academy,152802,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,0,0.0,0.0,2023-24
Triumph Public HS-Lubbock,152803,53,53,0,0,0,23,0,0,0,4,0,0,0,0,0,27,0,0,0,2,52,54,54.0,187.0,2023-24
Lubbock ISD,152901,"1,553","1,553",2,18,0,62,0,0,3,93,0,0,0,0,0,178,0,0,0,0,249,249,249.0,427.0,2023-24
New Deal ISD,152902,49,49,0,0,0,5,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0.0,105.0,2023-24
Slaton ISD,152903,81,81,0,1,0,4,0,0,1,6,0,0,0,0,0,12,-1,-1,-1,-1,-1,1,1.0,175.0,2023-24
Lubbock-Cooper ISD,152906,492,492,0,5,0,51,0,0,10,36,0,0,0,1,0,103,-1,-1,-1,-1,-1,1,1.0,1088.0,2023-24
Frenship ISD,152907,731,731,0,10,0,76,0,0,18,63,4,0,0,0,0,171,0,0,0,0,16,16,16.0,1649.0,2023-24
Roosevelt ISD,152908,68,68,0,0,0,5,0,0,0,13,1,0,0,0,0,19,-1,-1,-1,-1,-1,2,2.0,157.0,2023-24
Shallowater ISD,152909,112,112,0,2,0,10,0,0,1,9,0,0,0,0,0,22,-1,-1,-1,-1,-1,3,3.0,249.0,2023-24
Idalou ISD,152910,63,63,0,1,0,7,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0.0,135.0,2023-24
O'Donnell ISD,153903,23,23,0,1,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0.0,52.0,2023-24
Tahoka ISD,153904,33,33,0,0,0,3,0,0,1,3,0,0,0,0,0,7,-1,-1,-1,-1,-1,1,1.0,74.0,2023-24
New Home ISD,153905,41,41,0,1,0,3,0,0,1,4,0,0,0,0,0,9,0,0,0,0,0,0,0.0,91.0,2023-24
Wilson ISD,153907,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,12.0,2023-24
Madisonville CISD,154901,152,152,0,1,0,37,0,0,0,6,0,0,0,0,0,44,0,0,0,0,0,0,0.0,348.0,2023-24
North Zulch ISD,154903,23,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,0,0,0,0,0,0,0.0,50.0,2023-24
Jefferson ISD,155901,76,76,0,0,0,17,0,0,1,11,0,0,0,0,0,29,0,0,0,0,0,0,0.0,181.0,2023-24
Stanton ISD,156902,68,68,0,2,0,11,0,0,0,3,0,0,0,0,0,16,-1,-1,-1,-1,-1,4,4.0,156.0,2023-24
Grady ISD,156905,14,14,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0.0,36.0,2023-24
Mason ISD,157901,52,52,0,0,0,10,0,0,1,1,0,0,0,0,0,12,0,0,0,0,0,0,0.0,116.0,2023-24
Bay City ISD,158901,214,214,0,1,0,32,0,1,0,16,0,0,0,0,0,50,-1,-1,-1,-1,-1,4,4.0,482.0,2023-24
Tidehaven ISD,158902,61,61,0,0,0,6,0,0,0,0,0,0,0,0,0,6,-1,-1,-1,-1,-1,1,1.0,129.0,2023-24
Matagorda ISD,158904,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,1,1.0,8.0,2023-24
Palacios ISD,158905,85,85,0,0,0,11,0,0,0,2,0,0,0,0,0,13,-1,-1,-1,-1,-1,4,4.0,187.0,2023-24
Van Vleck ISD,158906,78,78,0,1,0,7,0,0,2,0,0,0,0,0,0,10,0,0,0,0,0,0,0.0,166.0,2023-24
Eagle Pass ISD,159901,996,996,1,74,0,92,0,0,4,60,3,0,0,1,0,235,0,0,0,1,41,42,42.0,2269.0,2023-24
Brady ISD,160901,73,73,0,0,0,14,0,0,0,3,0,0,0,0,0,17,0,0,0,0,0,0,0.0,163.0,2023-24
Rochelle ISD,160904,9,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0.0,19.0,2023-24
Lohn ISD,160905,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,0,0.0,12.0,2023-24
Rapoport Academy Public School,161802,48,48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,2,2.0,102.0,2023-24
Harmony Public Schools-North Texas,161807,559,559,3,11,2,28,0,2,19,45,1,0,4,0,0,115,0,1,0,0,19,20,20.0,1253.0,2023-24
Crawford ISD,161901,54,54,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,1,1.0,112.0,2023-24
Midway ISD,161903,689,689,0,7,0,39,0,0,10,59,0,0,0,0,0,115,-1,-1,-1,-1,-1,4,4.0,1497.0,2023-24
La Vega ISD,161906,221,221,0,4,0,6,0,0,0,18,0,0,0,0,0,28,0,0,0,0,22,22,22.0,492.0,2023-24
Lorena ISD,161907,130,130,0,2,0,15,0,0,5,1,0,0,0,0,0,23,0,0,0,0,0,0,0.0,283.0,2023-24
Mart ISD,161908,28,28,0,0,0,5,1,0,0,3,1,0,0,0,0,10,-1,-1,-1,-1,-1,1,1.0,67.0,2023-24
McGregor ISD,161909,104,104,1,0,0,5,0,0,0,0,0,0,0,0,0,6,-1,-1,-1,-1,-1,3,3.0,217.0,2023-24
Moody ISD,161910,50,50,1,1,0,5,0,0,0,7,0,0,0,0,0,14,0,0,0,0,0,0,0.0,114.0,2023-24
Riesel ISD,161912,38,38,0,1,0,12,0,0,1,5,0,0,0,0,0,19,-1,-1,-1,-1,-1,1,1.0,96.0,2023-24
Waco ISD,161914,810,810,2,32,0,62,2,0,1,54,1,0,0,0,0,154,0,0,0,0,156,156,156.0,1930.0,2023-24
West ISD,161916,93,93,0,1,0,9,0,0,0,5,0,0,0,0,0,15,0,0,0,0,0,0,0.0,201.0,2023-24
Axtell ISD,161918,39,39,0,1,0,5,0,0,2,4,0,0,0,0,0,12,0,0,0,1,4,5,5.0,95.0,2023-24
Bruceville-Eddy ISD,161919,46,46,0,0,0,8,0,0,0,2,0,0,0,0,0,10,0,0,0,0,0,0,0.0,102.0,2023-24
China Spring ISD,161920,241,241,1,4,0,12,0,0,2,13,0,0,0,0,0,32,0,0,0,0,0,0,0.0,514.0,2023-24
Connally ISD,161921,137,137,0,0,0,10,0,0,0,6,0,0,0,0,0,16,0,0,0,0,7,7,7.0,297.0,2023-24
Robinson ISD,161922,148,148,0,0,0,6,0,0,0,3,0,0,0,0,0,9,-1,-1,-1,-1,-1,1,1.0,306.0,2023-24
Bosqueville ISD,161923,46,46,0,2,0,0,0,0,1,6,0,0,0,0,0,9,0,0,0,0,0,0,0.0,101.0,2023-24
Gholson ISD,161925,19,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,0,0.0,40.0,2023-24
McMullen County ISD,162904,20,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,0,0,0,0,0.0,43.0,2023-24
Devine ISD,163901,156,156,0,0,0,13,0,0,1,9,0,0,0,0,0,23,0,0,0,0,10,10,10.0,345.0,2023-24
D'Hanis ISD,163902,26,26,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0.0,60.0,2023-24
Natalia ISD,163903,91,91,0,0,0,11,0,0,1,2,0,0,0,0,0,14,0,0,0,0,9,9,9.0,205.0,2023-24
Hondo ISD,163904,121,121,1,0,0,18,0,0,0,6,1,0,0,0,0,26,-1,-1,-1,-1,-1,4,4.0,272.0,2023-24
Medina Valley ISD,163908,498,498,0,15,0,75,0,0,4,76,1,0,0,0,0,171,0,0,0,0,32,32,32.0,1199.0,2023-24
Menard ISD,164901,27,27,0,0,0,6,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0.0,61.0,2023-24
Midland Academy Charter School,165802,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,0,0.0,0.0,2023-24
Midland ISD,165901,"1,648","1,648",2,88,0,79,0,10,33,147,1,0,0,0,0,360,0,0,1,1,262,264,264.0,624.0,2023-24
Greenwood ISD,165902,171,171,1,5,0,28,0,0,1,30,0,0,0,0,0,65,0,0,0,0,5,5,5.0,412.0,2023-24
Cameron ISD,166901,99,99,0,0,0,10,0,0,0,4,0,0,0,0,0,14,-1,-1,-1,-1,-1,4,4.0,216.0,2023-24
Gause ISD,166902,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,0,0.0,2.0,2023-24
Milano ISD,166903,31,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,0,0.0,64.0,2023-24
Rockdale ISD,166904,97,97,0,0,0,16,0,0,1,7,0,0,0,0,0,24,0,0,3,1,5,9,9.0,227.0,2023-24
Thorndale ISD,166905,46,46,1,2,0,4,0,0,0,2,0,0,0,0,0,9,-1,-1,-1,-1,-1,1,1.0,102.0,2023-24
Buckholts ISD,166907,10,10,0,0,0,3,0,0,0,3,1,0,0,0,0,7,0,0,0,0,0,0,0.0,27.0,2023-24
Goldthwaite ISD,167901,44,44,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0.0,93.0,2023-24
Mullin ISD,167902,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,0,0,18,18,18.0,37.0,2023-24
Priddy ISD,167904,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,0,0.0,0.0,2023-24
Colorado ISD,168901,63,63,0,0,0,4,0,0,0,5,0,0,0,0,0,9,-1,-1,-1,-1,-1,2,2.0,137.0,2023-24
Loraine ISD,168902,11,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,0,0.0,24.0,2023-24
Westbrook ISD,168903,21,21,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0.0,48.0,2023-24
Bowie ISD,169901,113,113,1,2,0,35,0,0,0,7,0,0,0,0,0,45,0,0,0,0,0,0,0.0,271.0,2023-24
Nocona ISD,169902,49,49,0,2,0,14,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0.0,114.0,2023-24
Gold Burg ISD,169906,10,10,0,0,0,6,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0.0,27.0,2023-24
Montague ISD,169908,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0.0,1.0,2023-24
Prairie Valley ISD,169909,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,18.0,2023-24
Forestburg ISD,169910,15,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,1,1.0,34.0,2023-24
Saint Jo ISD,169911,24,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,0,0.0,50.0,2023-24
Conroe ISD,170902,"5,047","5,047",8,175,0,468,11,0,133,534,10,0,0,0,0,"1,339",0,1,25,1,121,148,148.0,148.0,2023-24
Montgomery ISD,170903,750,750,1,14,0,58,0,0,21,66,0,0,0,1,0,161,0,0,0,0,30,30,30.0,1691.0,2023-24
Willis ISD,170904,594,594,2,10,0,85,3,0,7,57,2,0,0,0,0,166,0,0,0,0,17,17,17.0,1371.0,2023-24
Magnolia ISD,170906,"1,066","1,066",2,17,0,56,0,0,28,89,0,0,0,0,0,192,0,1,0,0,75,76,76.0,268.0,2023-24
Splendora ISD,170907,305,305,1,1,0,36,0,0,5,29,0,0,0,0,0,72,0,0,0,0,25,25,25.0,707.0,2023-24
New Caney ISD,170908,"1,229","1,229",2,22,0,160,0,0,3,92,0,0,0,0,0,279,0,0,1,0,62,63,63.0,342.0,2023-24
Dumas ISD,171901,257,257,0,16,0,32,0,0,0,35,2,0,0,0,0,85,0,0,0,0,0,0,0.0,599.0,2023-24
Sunray Collegiate ISD,171902,34,34,0,6,0,2,0,0,0,9,0,0,0,0,0,17,0,0,0,0,0,0,0.0,85.0,2023-24
Daingerfield-Lone Star ISD,172902,73,73,0,0,0,11,0,0,0,2,0,0,0,0,0,13,0,0,0,0,0,0,0.0,159.0,2023-24
Pewitt CISD,172905,54,54,0,0,0,8,0,0,0,5,0,0,0,0,0,13,-1,-1,-1,-1,-1,1,1.0,122.0,2023-24
Motley County ISD,173901,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,18.0,2023-24
Chireno ISD,174901,22,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,0,0,0,0,0,0,0.0,48.0,2023-24
Cushing ISD,174902,35,35,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0.0,79.0,2023-24
Garrison ISD,174903,49,49,0,0,0,8,0,0,0,4,0,0,0,0,0,12,0,0,0,0,0,0,0.0,110.0,2023-24
Nacogdoches ISD,174904,413,413,0,10,0,50,0,0,11,30,0,0,0,0,0,101,0,0,0,1,19,20,20.0,947.0,2023-24
Woden ISD,174906,52,52,0,0,0,9,0,0,1,2,0,0,0,0,0,12,0,0,0,0,0,0,0.0,116.0,2023-24
Central Heights ISD,174908,79,79,0,1,0,10,0,0,2,2,0,0,0,0,0,15,0,0,0,0,0,0,0.0,173.0,2023-24
Martinsville ISD,174909,15,15,0,1,0,3,0,0,1,2,0,0,0,0,0,7,-1,-1,-1,-1,-1,1,1.0,38.0,2023-24
Douglass ISD,174911,35,35,0,0,0,3,0,0,0,3,0,0,0,0,0,6,-1,-1,-1,-1,-1,1,1.0,77.0,2023-24
Blooming Grove ISD,175902,59,59,0,0,0,7,0,0,0,7,0,0,0,0,0,14,-1,-1,-1,-1,-1,2,2.0,134.0,2023-24
Corsicana ISD,175903,419,419,1,11,0,26,0,3,1,34,0,0,0,0,0,76,0,0,0,0,45,45,45.0,959.0,2023-24
Dawson ISD,175904,45,45,0,1,0,6,0,0,0,1,1,0,0,0,0,9,0,0,0,0,0,0,0.0,99.0,2023-24
Frost ISD,175905,29,29,0,0,0,7,3,0,0,5,0,0,0,0,0,15,0,0,0,0,0,0,0.0,73.0,2023-24
Kerens ISD,175907,51,51,0,1,0,3,0,0,1,1,0,0,0,0,0,6,0,0,0,0,0,0,0.0,108.0,2023-24
Mildred ISD,175910,56,56,0,1,0,9,0,0,2,6,0,0,0,0,0,18,-1,-1,-1,-1,-1,2,2.0,132.0,2023-24
Rice ISD,175911,73,73,0,2,0,11,0,0,1,6,0,0,0,0,0,20,0,0,0,0,0,0,0.0,166.0,2023-24
Burkeville ISD,176901,16,16,0,1,0,2,0,0,0,9,0,0,0,0,0,12,-1,-1,-1,-1,-1,2,2.0,46.0,2023-24
Newton ISD,176902,56,56,0,7,0,12,0,0,4,13,0,0,0,0,0,36,0,0,0,0,0,0,0.0,148.0,2023-24
Deweyville ISD,176903,43,43,0,0,0,4,0,0,0,1,0,0,0,0,0,5,-1,-1,-1,-1,-1,2,2.0,93.0,2023-24
Roscoe Collegiate ISD,177901,47,47,0,2,0,15,0,0,2,22,0,0,0,0,0,41,0,0,0,0,45,45,45.0,180.0,2023-24
Sweetwater ISD,177902,122,122,0,4,0,18,0,0,0,9,0,0,0,0,0,31,0,0,0,0,19,19,19.0,294.0,2023-24
Blackwell CISD,177903,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,14.0,2023-24
Highland ISD,177905,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,30.0,2023-24
Dr ML Garza-Gonzalez Charter,178801,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,0,0.0,0.0,2023-24
Corpus Christi Montessori School,178807,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0.0,1.0,2023-24
Seashore Charter Schools,178808,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0.0,6.0,2023-24
Agua Dulce ISD,178901,14,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,0,0,0,0,0,0,0.0,32.0,2023-24
Bishop CISD,178902,144,144,0,0,0,14,0,0,1,1,0,0,0,0,0,16,-1,-1,-1,-1,-1,2,2.0,306.0,2023-24
Calallen ISD,178903,284,284,1,3,0,10,0,0,2,17,1,0,0,0,0,34,0,0,5,0,16,21,21.0,623.0,2023-24
Corpus Christi ISD,178904,"2,399","2,399",5,44,0,103,1,0,10,125,0,0,0,0,0,288,1,1,28,1,266,297,297.0,585.0,2023-24
Driscoll ISD,178905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,1,1.0,1.0,2023-24
London ISD,178906,129,129,1,6,0,9,0,0,2,12,1,0,0,0,0,31,0,0,0,0,0,0,0.0,289.0,2023-24
Port Aransas ISD,178908,40,40,0,0,0,1,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0.0,85.0,2023-24
Robstown ISD,178909,161,161,0,0,0,33,0,0,0,6,0,0,0,0,0,39,0,0,0,0,8,8,8.0,369.0,2023-24
Tuloso-Midway ISD,178912,276,276,1,0,0,12,0,0,1,15,0,0,0,0,0,29,0,1,0,0,4,5,5.0,586.0,2023-24
Banquete ISD,178913,69,69,0,0,0,1,0,0,0,4,0,0,0,0,0,5,-1,-1,-1,-1,-1,2,2.0,145.0,2023-24
Flour Bluff ISD,178914,459,459,0,10,0,24,0,0,3,53,2,0,0,0,0,92,0,0,1,0,38,39,39.0,1049.0,2023-24
West Oso ISD,178915,114,114,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,2,0,14,16,16.0,250.0,2023-24
Perryton ISD,179901,161,161,0,6,0,14,0,0,6,20,0,0,0,0,0,46,-1,-1,-1,-1,-1,2,2.0,370.0,2023-24
Boys Ranch ISD,180901,30,30,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0.0,67.0,2023-24
Vega ISD,180902,28,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,0,0,0,0,0,0,0.0,60.0,2023-24
Adrian ISD,180903,6,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0.0,13.0,2023-24
Wildorado ISD,180904,18,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,0,0,0,0,0,0,0.0,40.0,2023-24
Bridge City ISD,181901,205,205,0,5,0,31,0,1,2,29,1,0,0,2,0,71,-1,-1,-1,-1,-1,3,3.0,484.0,2023-24
Orangefield ISD,181905,122,122,0,4,0,12,0,0,1,10,0,0,0,3,0,30,0,0,0,0,0,0,0.0,274.0,2023-24
West Orange-Cove CISD,181906,137,137,0,4,0,20,0,1,0,46,0,0,2,0,0,73,0,1,0,0,21,22,22.0,369.0,2023-24
Vidor ISD,181907,279,279,0,14,1,72,0,0,6,26,2,0,0,0,0,121,0,0,0,0,9,9,9.0,688.0,2023-24
Little Cypress-Mauriceville CISD,181908,224,224,1,3,3,42,0,2,3,38,0,0,0,0,0,92,-1,-1,-1,-1,-1,4,4.0,544.0,2023-24
Gordon ISD,182901,21,21,0,0,0,9,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0.0,52.0,2023-24
Graford ISD,182902,28,28,0,0,0,7,0,0,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0.0,67.0,2023-24
Mineral Wells ISD,182903,211,211,1,21,0,84,0,1,1,19,0,0,0,0,0,127,-1,-1,-1,-1,-1,4,4.0,553.0,2023-24
Santo ISD,182904,36,36,0,0,0,7,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0.0,80.0,2023-24
Strawn ISD,182905,8,8,0,1,0,1,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0.0,21.0,2023-24
Panola Charter School,183801,53,53,0,0,0,10,0,0,1,1,0,0,0,0,0,12,-1,-1,-1,-1,-1,3,3.0,121.0,2023-24
Beckville ISD,183901,39,39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,0,0,0,0,0.0,81.0,2023-24
Carthage ISD,183902,185,185,0,1,0,13,0,1,0,15,2,0,0,0,0,32,0,0,0,1,5,6,6.0,408.0,2023-24
Gary ISD,183904,19,19,1,0,0,5,0,1,0,0,0,0,0,0,0,7,-1,-1,-1,-1,-1,1,1.0,46.0,2023-24
Crosstimbers Academy,184801,64,64,0,0,0,19,0,0,0,3,0,0,0,0,0,22,0,0,0,0,0,0,0.0,150.0,2023-24
Poolville ISD,184901,28,28,0,3,0,9,0,0,0,4,4,0,0,0,0,20,0,0,0,0,0,0,0.0,76.0,2023-24
Springtown ISD,184902,260,260,0,6,0,25,0,0,6,18,0,0,0,0,0,55,0,0,0,0,50,50,50.0,625.0,2023-24
Weatherford ISD,184903,589,589,1,9,0,94,0,1,11,55,1,0,0,0,0,172,0,0,0,0,24,24,24.0,1374.0,2023-24
Millsap ISD,184904,74,74,0,0,0,14,0,0,14,5,0,0,0,0,0,33,-1,-1,-1,-1,-1,1,1.0,182.0,2023-24
Aledo ISD,184907,494,494,1,7,0,31,0,0,31,37,1,0,0,0,0,108,0,0,0,0,5,5,5.0,1101.0,2023-24
Peaster ISD,184908,97,97,0,2,0,12,0,0,7,4,0,0,0,0,0,25,-1,-1,-1,-1,-1,2,2.0,221.0,2023-24
Brock ISD,184909,138,138,1,2,0,19,0,0,13,4,1,0,0,0,0,40,-1,-1,-1,-1,-1,2,2.0,318.0,2023-24
Garner ISD,184911,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,0,0.0,2.0,2023-24
Bovina ISD,185901,38,38,0,2,0,5,0,0,0,6,0,0,0,0,0,13,-1,-1,-1,-1,-1,1,1.0,90.0,2023-24
Farwell ISD,185902,38,38,0,0,0,4,0,1,1,4,0,0,0,0,0,10,0,0,0,0,0,0,0.0,86.0,2023-24
Friona ISD,185903,71,71,0,2,0,8,0,0,0,12,0,0,0,0,0,22,-1,-1,-1,-1,-1,1,1.0,165.0,2023-24
Lazbuddie ISD,185904,9,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1.0,20.0,2023-24
Buena Vista ISD,186901,24,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,0,0,0,0,0,0,0.0,52.0,2023-24
Fort Stockton ISD,186902,386,386,7,8,0,215,0,0,14,196,241,0,0,0,0,681,0,0,7,0,794,801,801.0,2254.0,2023-24
Iraan-Sheffield Collegiate ISD,186903,22,22,1,1,0,1,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0.0,50.0,2023-24
Big Sandy ISD,187901,27,27,0,0,0,8,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0.0,65.0,2023-24
Goodrich ISD,187903,14,14,0,0,0,3,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0.0,33.0,2023-24
Corrigan-Camden ISD,187904,50,50,0,1,0,8,0,0,1,1,0,0,0,0,0,11,-1,-1,-1,-1,-1,1,1.0,112.0,2023-24
Leggett ISD,187906,7,7,0,0,0,4,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0.0,19.0,2023-24
Livingston ISD,187907,255,255,1,1,0,43,0,0,2,20,2,0,0,0,0,69,0,0,1,0,27,28,28.0,607.0,2023-24
Onalaska ISD,187910,77,77,0,0,0,33,0,0,0,7,0,0,0,0,0,40,0,0,0,0,0,0,0.0,194.0,2023-24
Amarillo ISD,188901,"1,895","1,895",5,37,0,189,0,0,11,169,0,0,0,0,0,411,1,0,64,5,44,114,114.0,525.0,2023-24
River Road ISD,188902,83,83,1,2,0,11,0,0,0,7,0,0,0,0,0,21,-1,-1,-1,-1,-1,1,1.0,188.0,2023-24
Highland Park ISD,188903,43,43,0,0,0,2,0,0,0,8,0,0,0,0,0,10,0,0,3,0,2,5,5.0,101.0,2023-24
Bushland ISD,188904,99,99,0,2,0,7,0,0,2,5,0,0,0,0,0,16,0,0,0,0,0,0,0.0,214.0,2023-24
Marfa ISD,189901,22,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1.0,46.0,2023-24
Presidio ISD,189902,0,0,0,6,0,1,0,0,0,1,1,0,0,0,0,9,-1,-1,-1,-1,-1,1,1.0,10.0,2023-24
Rains ISD,190903,117,117,0,0,0,29,0,0,1,2,0,0,0,0,0,32,-1,-1,-1,-1,-1,1,1.0,267.0,2023-24
Canyon ISD,191901,745,745,0,13,0,42,0,0,6,77,0,0,0,0,0,138,0,0,1,1,42,44,44.0,1672.0,2023-24
Reagan County ISD,192901,53,53,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,2,2.0,112.0,2023-24
Big Springs Charter School,193801,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,14.0,44.0,2023-24
Leakey ISD,193902,25,25,0,3,0,3,0,0,0,2,0,0,0,0,0,8,-1,-1,-1,-1,-1,1,1.0,59.0,2023-24
Avery ISD,194902,30,30,1,5,0,1,0,0,0,3,0,0,0,0,0,10,-1,-1,-1,-1,-1,1,1.0,71.0,2023-24
Rivercrest ISD,194903,40,40,0,1,0,3,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0.0,87.0,2023-24
Clarksville ISD,194904,34,34,0,0,0,6,0,0,0,8,0,0,0,0,0,14,0,0,0,0,11,11,11.0,93.0,2023-24
Detroit ISD,194905,20,20,0,0,0,5,0,0,0,7,0,0,0,0,0,12,0,0,0,0,0,0,0.0,52.0,2023-24
Pecos-Barstow-Toyah ISD,195901,163,163,0,12,0,31,0,0,0,30,0,0,0,0,0,73,-1,-1,-1,-1,-1,2,2.0,401.0,2023-24
Balmorhea ISD,195902,15,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,0,0,0,0,0.0,33.0,2023-24
Austwell-Tivoli ISD,196901,10,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0.0,21.0,2023-24
Woodsboro ISD,196902,34,34,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0.0,73.0,2023-24
Refugio ISD,196903,47,47,0,0,0,6,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0.0,102.0,2023-24
Miami ISD,197902,14,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,0,0.0,30.0,2023-24
Bremond ISD,198901,42,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,2,2.0,89.0,2023-24
